timestamp,open,close,high,low,volume
1569196800000,9930.13,9930.13,9930.13,9930.13,9.93013
1569283200000,9637.93,8519.67,9665.05,7996.45,1739432.08920509
1569369600000,8528.12,8435.28,8724.77,8247.78,469361.69055629
1569456000000,8434.45,8064.41,8453.2,7761.87,340923.6660137
1569542400000,8078.75,8178.73,8259.96,7858.58,379917.99846542
1569628800000,8199.4,8208.07,8320.51,8020.0,173568.97742342
1569715200000,8210.66,8047.12,8220.38,7916.9,494973.45560305
1569801600000,8058.25,8292.35,8322.99,7744.23,891845.06773714
1569888000000,8281.4,8295.63,8498.23,8180.16,416570.11959138
1569974400000,8305.0,8363.74,8367.97,8154.37,262180.72939107
1570060800000,8369.31,8222.19,8386.65,8078.48,333596.316655
1570147200000,8227.57,8144.09,8232.85,8005.25,320004.18044125
1570233600000,8134.38,8128.65,8179.58,8015.49,205823.36127318
1570320000000,8128.65,7866.87,8148.88,7801.0,599535.45869842
1570406400000,7860.25,8191.94,8289.0,7772.14,636845.13444829
1570492800000,8205.09,8180.7,8322.42,8110.4,321503.51173388
1570579200000,8178.47,8570.8,8662.01,8118.67,813315.06259061
1570665600000,8565.75,8559.93,8640.58,8439.36,279838.69342647
1570752000000,8560.99,8266.17,8772.46,8229.29,1178344.21789729
1570838400000,8255.24,8299.85,8394.78,8251.15,270637.65277847
1570924800000,8294.16,8276.97,8448.7,8166.51,458081.41535874
1571011200000,8273.46,8349.0,8371.24,8213.4,581266.59770039
1571097600000,8349.91,8163.48,8400.92,8118.69,823402.74412029
1571184000000,8162.08,7995.35,8179.74,7922.44,607094.59362146
1571270400000,7995.35,8073.01,8122.45,7932.65,752913.11633037
1571356800000,8070.24,7946.04,8115.37,7825.0,624699.12362478
1571443200000,7947.23,7956.07,8080.03,7879.66,608110.60451852
1571529600000,7952.67,8220.22,8288.14,7875.62,1064589.01753644
1571616000000,8222.0,8200.03,8324.66,8150.01,979652.16921265
1571702400000,8196.41,8017.72,8294.04,8000.72,1166647.86103391
1571788800000,8015.96,7466.85,8044.28,7310.24,2095334.0910961
1571875200000,7466.85,7415.47,7492.37,7341.62,1675678.46299171
1571961600000,7415.47,8653.66,8776.6,7377.73,3116726.46044756
1572048000000,8655.5,9231.81,10352.43,8637.01,6050911.79658938
1572134400000,9232.69,9530.88,9787.69,9077.85,4069848.3834185
1572220800000,9528.62,9198.09,9901.97,9182.33,3259641.60476431
1572307200000,9202.96,9408.43,9533.79,9094.14,2631042.96725867
1572393600000,9407.96,9154.99,9407.96,9004.51,1800252.64242166
1572480000000,9168.24,9142.65,9400.0,8950.81,1664277.57726746
1572566400000,9141.77,9230.4,9270.25,9041.97,888572.8638865399
1572652800000,9237.7,9288.85,9366.42,9191.84,612133.16820494
1572739200000,9320.52,9203.46,9361.62,9069.38,317655.3722764
1572825600000,9199.9,9391.41,9505.13,9119.48,493677.14722027
1572912000000,9395.14,9301.49,9454.72,9180.44,510763.92518866
1572998400000,9308.69,9346.85,9429.6,9255.24,324379.51355804
1573084800000,9342.01,9210.1,9371.03,9115.87,625098.1302192
1573171200000,9207.76,8781.14,9253.18,8697.25,1273558.28362499
1573257600000,8773.61,8810.15,8875.14,8729.97,441587.36474185
1573344000000,8802.19,9039.3,9137.31,8759.48,765871.4273621
1573430400000,9044.51,8731.92,9065.8,8624.44,653915.52796066
1573516800000,8712.08,8821.69,8874.22,8600.0,761507.99619342
1573603200000,8823.72,8791.21,8841.26,8721.49,1420714.18538331
1573689600000,8791.22,8645.97,8808.57,8598.33,610576.54603219
1573776000000,8645.97,8473.65,8783.3,8408.21,813036.87173838
1573862400000,8479.04,8495.01,8535.98,8445.92,577549.34535446
1573948800000,8495.01,8511.33,8626.55,8420.0,810984.55884666
1574035200000,8511.51,8186.59,8511.51,8069.0,589565.06904439
1574121600000,8182.71,8133.77,8208.97,8004.04,682237.00247427
1574208000000,8134.49,8094.38,8229.5,8046.64,473949.0327295
1574294400000,8097.84,7634.12,8132.71,7520.18,1511505.78203138
1574380800000,7628.15,7282.49,7721.84,6798.5,1496155.74160249
1574467200000,7277.26,7314.92,7343.76,7087.9,218318.42725795
1574553600000,7321.06,6905.31,7334.4,6890.0,1014166.43231206
1574640000000,6901.05,7121.63,7369.92,6524.64,1242840.72805286
1574726400000,7114.36,7151.05,7335.85,7031.09,823870.77112088
1574812800000,7155.73,7515.75,7648.1,6850.74,740946.91870746
1574899200000,7506.5,7424.67,7643.22,7365.12,667399.04459474
1574985600000,7412.07,7737.13,7855.0,7404.12,701005.98283169
1575072000000,7737.98,7548.08,7800.0,7414.0,876196.89322034
1575158400000,7540.08,7396.18,7542.65,7236.66,569476.17214012
1575244800000,7405.58,7296.97,7419.16,7162.23,778557.21047437
1575331200000,7296.96,7281.25,7399.97,7239.55,428974.70548526
1575417600000,7284.86,7195.68,7751.07,7082.46,872355.41240979
1575504000000,7180.59,7381.97,7480.67,7153.94,832524.13155778
1575590400000,7376.79,7529.99,7597.04,7303.9,570418.69848336
1575676800000,7542.59,7491.51,7611.36,7472.23,270991.89242911
1575763200000,7485.51,7509.15,7562.68,7378.86,240993.19842661
1575849600000,7511.64,7345.27,7645.75,7276.66,514116.82488084
1575936000000,7337.84,7227.39,7405.29,7164.42,434576.01086851
1576022400000,7230.5,7208.17,7271.71,7139.23,168269.94492682
1576108800000,7210.16,7200.81,7292.67,7087.23,315859.40683962003
1576195200000,7196.03,7253.02,7302.72,7195.48,176072.38342966
1576281600000,7254.49,7068.94,7269.11,7013.56,353750.6750161
1576368000000,7066.69,7121.19,7196.62,7011.08,228107.86665693
1576454400000,7123.79,6893.47,7152.66,6850.0,558535.67906804
1576540800000,6891.13,6619.91,6937.54,6564.89,703780.98464529
1576627200000,6626.58,7270.83,7411.91,6438.08,1066162.57397371
1576713600000,7285.03,7147.99,7366.95,7048.75,549559.42962992
1576800000000,7156.13,7181.29,7214.26,7082.3,213808.88047565
1576886400000,7188.86,7137.74,7190.69,7118.0,123673.93805748
1576972800000,7137.36,7504.57,7512.47,7127.42,510605.96931964
1577059200000,7510.48,7321.46,7689.98,7271.82,1043876.77387046
1577145600000,7312.63,7276.31,7430.89,7166.3,495823.35739253
1577232000000,7262.39,7200.1,7272.13,7131.55,227121.60230357
1577318400000,7205.02,7208.33,7432.08,7164.33,278010.65446193
1577404800000,7208.33,7249.98,7273.96,7100.0,405539.37828206
1577491200000,7253.94,7308.62,7361.77,7250.22,228862.48770659
1577577600000,7312.34,7391.07,7526.48,7294.84,191712.79107654
1577664000000,7357.28,7244.3,7396.65,7227.31,549628.15315285
1577750400000,7240.76,7197.33,7300.0,7146.0,366875.19043639
1577836800000,7180.46,7195.65,7245.54,7175.62,226629.00992921
1577923200000,7191.39,6961.8,7210.05,6934.29,476379.33805488
1578009600000,6958.14,7345.65,7404.24,6877.78,742763.2367792
1578096000000,7344.55,7349.45,7403.98,7282.25,236709.95916405
1578182400000,7363.88,7364.19,7489.84,7332.96,500336.38086466
1578268800000,7359.4,7777.53,7796.86,7352.92,1075569.84680959
1578355200000,7785.53,8174.34,8198.98,7735.68,1926903.17730094
1578441600000,8174.37,8051.97,8456.12,7890.0,1533174.26317588
1578528000000,8036.44,7824.32,8036.44,7753.44,915656.23025253
1578614400000,7813.16,8195.0,8195.0,7684.66,1500104.24983744
1578700800000,8195.0,8026.42,8290.0,8010.01,647361.88139869
1578787200000,8010.01,8185.42,8192.05,7968.79,378639.02349126
1578873600000,8186.81,8102.27,8186.81,8059.34,577263.40303068
1578960000000,8110.96,8847.12,8891.18,8110.96,3016074.97575909
1579046400000,8808.88,8817.79,8911.21,8579.47,1285245.93320606
1579132800000,8836.69,8730.0,8857.99,8595.65,827028.35132448
1579219200000,8729.99,8915.59,9022.5,8673.1,686071.05632304
1579305600000,8905.0,8917.29,8988.76,8805.36,455203.4316047
1579392000000,8913.69,8718.51,9200.0,8493.57,1924820.7250377
1579478400000,8725.94,8644.33,8741.97,8530.0,382346.03737530997
1579564800000,8650.15,8754.88,8778.28,8503.31,601599.85417849
1579651200000,8737.02,8670.36,8819.92,8605.64,329011.10985286
1579737600000,8671.0,8414.87,8671.0,8305.5,546230.22754206
1579824000000,8411.45,8451.96,8524.11,8241.5,696183.39721351
1579910400000,8440.25,8344.78,8442.68,8277.21,629147.65244861
1579996800000,8340.11,8612.12,8612.12,8301.86,486981.33544229
1580083200000,8613.88,8914.11,9002.45,8584.04,913570.78519044
1580169600000,8921.17,9380.14,9402.37,8892.43,1308959.35687214
1580256000000,9376.62,9300.85,9445.67,9239.08,1309733.92105105
1580342400000,9300.42,9526.47,9579.29,9205.0,1233883.52263349
1580428800000,9513.19,9352.98,9534.33,9213.32,714239.34902474
1580515200000,9363.96,9388.81,9462.65,9301.63,574842.54294685
1580601600000,9384.73,9332.83,9487.85,9157.15,691316.72089288
1580688000000,9324.9,9299.8,9600.0,9241.58,967665.6312858
1580774400000,9299.53,9195.95,9356.66,9100.0,671869.88250115
1580860800000,9192.37,9610.31,9747.48,9180.27,1200046.4179713
1580947200000,9625.0,9766.99,9859.33,9535.38,1156226.46687976
1581033600000,9767.0,9815.0,9880.32,9730.59,1119198.68433053
1581120000000,9821.51,9903.38,9937.31,9668.84,1212493.49864747
1581206400000,9903.35,10153.53,10174.27,9892.42,1328939.96089147
1581292800000,10165.0,9850.16,10193.58,9767.62,643370.31450867
1581379200000,9848.03,10228.72,10325.27,9718.9,1316991.5454438
1581465600000,10230.93,10348.98,10450.0,10230.64,1032695.70267723
1581552000000,10318.09,10217.13,10490.0,10101.26,1589599.39220726
1581638400000,10237.42,10344.17,10376.6,10116.94,558844.30043193
1581724800000,10350.58,9898.96,10373.47,9800.0,777212.73265155
1581811200000,9908.62,9928.33,10047.63,9649.72,787512.08988384
1581897600000,9916.64,9708.77,9952.62,9458.42,1237853.08970092
1581984000000,9698.24,10158.14,10249.17,9593.22,984365.90659168
1582070400000,10167.94,9601.99,10512.0,9400.0,1210823.73508672
1582156800000,9588.19,9608.23,9686.42,9410.02,569596.93964091
1582243200000,9587.23,9670.0,9761.24,9571.64,412771.28750856
1582329600000,9675.78,9664.01,9702.82,9558.25,184155.64779442
1582416000000,9656.4,9949.57,10002.98,9656.4,339482.20902887
1582502400000,9945.64,9657.21,9993.8,9487.44,703023.56708498
1582588800000,9665.52,9319.74,9669.54,9256.66,661863.66975672
1582675200000,9309.7,8790.39,9372.65,8653.0,1143275.56842856
1582761600000,8784.22,8802.94,8967.12,8531.36,767706.96982168
1582848000000,8818.72,8694.33,8900.32,8451.67,984108.86543171
1582934400000,8698.05,8528.54,8787.36,8524.44,268590.57941854
1583020800000,8523.66,8545.65,8746.82,8428.7,534919.85536489
1583107200000,8525.48,8900.76,8963.39,8502.03,663296.52015745
1583193600000,8913.63,8758.86,8919.44,8660.53,876978.34992719
1583280000000,8765.54,8748.23,8844.36,8672.76,609165.05437307
1583366400000,8765.21,9062.79,9152.18,8765.21,848608.08937617
1583452800000,9051.95,9140.03,9170.84,8993.59,570083.73065165
1583539200000,9140.03,8886.71,9199.13,8847.87,702373.76338493
1583625600000,8885.47,8036.46,8885.47,8003.84,1073386.81837099
1583712000000,8036.65,7939.79,8175.98,7642.21,2404069.9770975998
1583798400000,7939.82,7888.99,8140.35,7736.58,1165668.27940235
1583884800000,7880.0,7926.4,7977.46,7597.21,894631.97027057
1583971200000,7950.14,4824.58,7956.4,4510.0,12372524.88851313
1584057600000,4814.78,5582.5,5948.5,3649.04,11891820.98802251
1584144000000,5583.79,5169.45,5626.0,5053.25,987125.11027987
1584230400000,5172.68,5365.04,5943.59,5101.05,1684440.11720783
1584316800000,5326.48,5023.0,5361.94,4426.37,2575373.37137356
1584403200000,5018.11,5320.37,5522.61,4950.17,1625117.37195168
1584489600000,5337.47,5390.21,5437.71,5000.05,2975329.9862656402
1584576000000,5394.56,6179.03,6397.65,5252.01,2843685.27940013
1584662400000,6166.81,6205.0,6904.12,5685.74,3459866.75037453
1584748800000,6208.38,6165.0,6451.84,5871.38,2159167.48103056
1584835200000,6148.07,5818.52,6403.69,5762.84,2314789.51052963
1584921600000,5810.22,6481.71,6586.88,5696.92,2008134.01182396
1585008000000,6499.47,6749.94,6830.63,6387.89,1284037.52523523
1585094400000,6744.53,6695.91,6954.56,6474.17,1195428.04328673
1585180800000,6700.0,6734.11,6772.38,6517.01,1176989.97167561
1585267200000,6750.08,6365.87,6836.61,6275.59,1032728.16502748
1585353600000,6359.77,6243.16,6359.77,6032.28,1747205.34288028
1585440000000,6241.06,5876.82,6266.95,5867.15,1480207.32135876
1585526400000,5895.02,6386.47,6607.25,5862.32,2374140.09226156
1585612800000,6387.83,6434.43,6516.79,6334.59,1289487.1986664
1585699200000,6419.08,6641.0,6679.96,6152.38,1564376.31645226
1585785600000,6649.73,6826.94,7226.02,6558.62,3876936.51687911
1585872000000,6786.0,6721.11,7035.95,6607.95,2558021.8821582
1585958400000,6725.64,6862.65,6996.58,6654.02,1895481.49265107
1586044800000,6891.57,6771.41,6891.57,6674.97,879082.34664839
1586131200000,6767.44,7332.68,7347.0,6767.44,1922614.50798947
1586217600000,7325.21,7197.12,7450.93,7084.68,1411402.51328541
1586304000000,7198.53,7363.77,7419.96,7155.97,1005714.44811479
1586390400000,7360.5,7283.68,7368.22,7108.22,530990.1174192
1586476800000,7280.13,6857.58,7288.54,6750.0,658101.56075314
1586563200000,6864.09,6881.93,6935.07,6758.95,318149.84956922
1586649600000,6900.23,6894.29,7175.38,6782.41,638196.82373381
1586736000000,6883.46,6836.5,6883.78,6564.42,779043.9364510099
1586822400000,6837.6,6857.32,6971.0,6767.66,437526.92167594
1586908800000,6865.7,6631.75,6926.82,6609.01,543475.39200079
1586995200000,6612.81,7100.0,7201.47,6480.0,1948436.06848358
1587081600000,7100.0,7036.17,7145.41,6990.73,508556.72365965
1587168000000,7026.47,7248.61,7293.89,7017.63,543854.27506569
1587254400000,7256.84,7121.6,7267.46,7057.69,475934.62996937
1587340800000,7120.85,6828.56,7215.0,6750.0,1021627.19847283
1587427200000,6823.57,6845.56,6934.46,6761.06,1253978.01157651
1587513600000,6841.33,7124.66,7154.79,6819.58,596052.03441002
1587600000000,7130.11,7480.05,7752.45,7029.33,1527239.3432491
1587686400000,7484.46,7497.34,7658.78,7401.05,829707.61477406
1587772800000,7506.54,7541.17,7720.52,7437.46,747267.39187127
1587859200000,7537.51,7694.13,7705.38,7461.99,676350.99238685
1587945600000,7695.78,7775.57,7791.73,7628.24,579408.00334417
1588032000000,7777.05,7748.5,7782.01,7670.15,343064.85783727
1588118400000,7742.68,8778.63,8955.58,7713.01,2704649.8557745
1588204800000,8782.65,8630.86,9450.76,8404.31,3448493.17947615
1588291200000,8628.07,8817.65,9051.55,8617.99,1209287.47129153
1588377600000,8818.22,8972.68,9014.77,8757.77,528507.49092923
1588464000000,8973.85,8887.35,9196.27,8718.08,1881186.83228509
1588550400000,8896.62,8868.92,8954.26,8528.63,1736500.58165975
1588636800000,8878.25,9027.64,9105.2,8772.22,1195470.43924764
1588723200000,9022.44,9145.93,9396.16,8918.99,2227399.41493441
1588809600000,9132.52,9991.11,10063.93,9010.0,3257938.16680605
1588896000000,10001.44,9810.32,10032.58,9717.86,1370009.81534028
1588982400000,9805.88,9539.68,9900.0,9507.03,1416032.52967545
1589068800000,9531.93,8726.3,9569.31,8127.14,5178074.83221994
1589155200000,8730.15,8561.03,9162.08,8200.0,3445744.81973006
1589241600000,8560.18,8810.0,8973.14,8533.72,1349116.70376702
1589328000000,8808.62,9295.0,9398.12,8800.91,1524473.76979297
1589414400000,9305.22,9792.25,9936.94,9264.35,2394549.82855706
1589500800000,9796.68,9311.55,9839.59,9142.29,2962845.69504214
1589587200000,9314.71,9387.32,9574.09,9224.81,1285974.25628104
1589673600000,9384.97,9675.9,9883.77,9340.55,1855776.44296358
1589760000000,9682.67,9735.91,9953.2,9433.42,2221113.18337307
1589846400000,9738.69,9771.9,9893.93,9476.26,1616047.12884711
1589932800000,9776.96,9520.76,9836.6,9318.19,1781035.94343176
1590019200000,9506.65,9058.33,9564.73,8823.84,2209187.86491761
1590105600000,9057.15,9169.41,9260.9,8940.0,1137763.21342246
1590192000000,9166.81,9174.47,9302.52,9091.22,527660.74909552
1590278400000,9177.48,8716.23,9297.7,8684.62,1701312.44591027
1590364800000,8714.75,8890.24,8979.62,8646.82,1562194.61276062
1590451200000,8900.59,8839.14,9013.41,8704.33,820292.69070833
1590537600000,8842.15,9202.0,9225.75,8820.0,994500.7833749
1590624000000,9205.0,9578.52,9621.93,9115.16,1256987.15334002
1590710400000,9579.0,9424.31,9603.73,9315.99,701168.29741265
1590796800000,9424.49,9698.33,9739.0,9342.66,1108335.64468651
1590883200000,9701.31,9469.22,9701.84,9398.65,893869.47220922
1590969600000,9449.84,10195.38,10370.58,9424.72,2005070.23572773
1591056000000,10200.0,9522.74,10220.0,9283.85,3243541.0423335102
1591142400000,9514.23,9652.01,9685.01,9391.9,754104.77045587
1591228800000,9669.5,9792.39,9880.8,9455.0,1172304.68297924
1591315200000,9790.74,9628.52,9849.29,9602.38,1075701.11980385
1591401600000,9613.97,9661.48,9733.85,9537.9,719133.96338587
1591488000000,9667.25,9748.82,9818.8,9365.7,1415666.74500601
1591574400000,9750.29,9774.31,9801.01,9633.08,764139.34371864
1591660800000,9781.05,9772.99,9872.56,9560.14,1367445.16420313
1591747200000,9764.48,9886.32,9986.78,9695.99,1467699.62416974
1591833600000,9886.35,9269.7,9958.93,9081.1,2459345.65299843
1591920000000,9258.29,9463.82,9549.99,9242.21,1192655.50114009
1592006400000,9463.82,9465.95,9489.97,9351.22,373532.71101316
1592092800000,9462.31,9346.38,9462.31,9245.04,582323.19435077
1592179200000,9323.26,9430.51,9495.0,8923.23,1380002.93996264
1592265600000,9421.95,9529.1,9587.03,9377.5,916823.52852423
1592352000000,9528.14,9463.47,9564.15,9250.0,823705.07798022
1592438400000,9463.85,9390.23,9483.41,9286.73,467169.69079577
1592524800000,9385.73,9314.01,9438.96,9242.62,725352.59690859
1592611200000,9307.95,9353.98,9396.76,9167.99,433506.07485512
1592697600000,9358.32,9294.41,9417.09,9283.57,401694.39663994
1592784000000,9291.44,9680.86,9777.15,9271.84,1142124.28328666
1592870400000,9689.28,9613.86,9716.54,9550.0,470309.49911107
1592956800000,9625.71,9308.03,9662.99,9211.35,1388561.59765691
1593043200000,9294.78,9254.68,9334.94,9002.74,1026985.85511568
1593129600000,9249.2,9161.8,9295.87,9050.0,874507.33902834
1593216000000,9162.35,9009.86,9195.6,8835.06,1297938.13208518
1593302400000,8993.25,9118.09,9191.26,8943.61,567391.10499894
1593388800000,9119.02,9182.67,9238.72,9027.5,558166.55931064
1593475200000,9198.47,9132.51,9199.66,9063.2,475443.2335411
1593561600000,9132.29,9231.97,9289.52,9090.31,837295.18761981
1593648000000,9232.35,9085.99,9257.75,8948.28,978980.22931847
1593734400000,9080.24,9058.26,9121.51,9042.4,345535.51917178
1593820800000,9056.63,9139.68,9191.9,9043.13,592539.84035128
1593907200000,9137.3,9075.83,9141.86,8909.4,766231.9721039
1593993600000,9067.38,9344.62,9369.88,9056.59,1053996.81305291
1594080000000,9344.15,9258.09,9377.18,9206.54,482169.76838674
1594166400000,9262.19,9425.13,9464.26,9233.38,1124957.33715155
1594252800000,9429.96,9234.39,9432.63,9170.0,635247.54081054
1594339200000,9232.87,9285.54,9315.3,9125.78,644855.43321601
1594425600000,9288.49,9233.85,9298.97,9180.0,267207.84007969
1594512000000,9230.97,9300.0,9342.64,9159.78,623712.86916973
1594598400000,9300.0,9241.03,9342.86,9198.53,1249799.09068338
1594684800000,9241.88,9255.02,9279.55,9107.84,704013.82618785
1594771200000,9254.55,9201.51,9274.12,9159.37,516938.89413087
1594857600000,9196.53,9130.79,9221.29,9043.3,473092.21356627
1594944000000,9135.09,9153.08,9181.95,9089.05,241965.3541453
1595030400000,9147.68,9164.84,9205.47,9122.89,307022.8560458
1595116800000,9170.52,9210.99,9230.85,9106.76,307549.35119545
1595203200000,9215.16,9162.0,9220.16,9136.12,452782.65466484
1595289600000,9162.0,9386.46,9431.33,9154.02,1282154.81137215
1595376000000,9388.52,9518.56,9541.97,9285.13,821578.6774675
1595462400000,9520.51,9608.7,9661.18,9450.0,912463.04926864
1595548800000,9601.25,9542.14,9633.98,9474.37,779059.24976443
1595635200000,9541.82,9699.66,9729.47,9535.47,1309107.3065032
1595721600000,9689.94,9919.91,10130.38,9652.79,2384130.54628051
1595808000000,9933.23,11025.59,11387.17,9923.16,11195355.58645435
1595894400000,11032.42,10912.79,11236.42,10587.94,5795517.95352946
1595980800000,10908.96,11100.0,11339.99,10833.19,1771325.25175019
1596067200000,11083.58,11100.77,11168.31,10833.85,924036.16200074
1596153600000,11100.76,11342.27,11436.77,10963.8,1357398.54239113
1596240000000,11339.93,11807.44,11857.49,11229.46,2109181.7234409
1596326400000,11795.37,11051.39,12106.78,10601.02,3726671.06907404
1596412800000,11071.37,11218.62,11474.76,10930.95,1702914.18205245
1596499200000,11219.18,11174.62,11414.12,11017.99,1534738.83723761
1596585600000,11190.23,11749.51,11779.04,11091.69,1951353.80973862
1596672000000,11748.49,11760.52,11902.45,11572.96,1274112.2342221
1596758400000,11762.52,11572.13,11904.26,11503.63,1289941.19272242
1596844800000,11592.57,11753.11,11803.91,11527.84,1517461.58740314
1596931200000,11762.89,11667.78,11795.97,11530.0,964953.03713323
1597017600000,11681.74,11882.65,12059.94,11442.01,2036538.14444434
1597104000000,11891.62,11392.15,11934.6,11119.32,2032652.04131802
1597190400000,11389.33,11566.44,11618.25,11146.46,1083905.73203528
1597276800000,11571.37,11764.66,11790.01,11276.57,1490633.23510098
1597363200000,11787.67,11760.4,11853.21,11638.15,1411046.99939265
1597449600000,11762.81,11867.17,11976.18,11691.56,1237473.10939457
1597536000000,11851.89,11912.1,11928.76,11692.07,485871.54045425
1597622400000,11913.37,12271.4,12464.2,11770.68,2459145.20656229
1597708800000,12285.28,11957.77,12384.95,11820.0,1683505.19747339
1597795200000,11941.63,11742.87,12001.73,11565.01,1962443.00632391
1597881600000,11750.08,11864.51,11878.82,11678.38,667028.47297562
1597968000000,11851.42,11528.2,11879.76,11490.0,1339026.93779136
1598054400000,11514.42,11658.24,11684.68,11384.2,619427.74869789
1598140800000,11656.27,11649.35,11706.78,11515.35,322601.90388538
1598227200000,11649.27,11759.18,11827.84,11385.16,2218044.0285644
1598313600000,11744.45,11329.12,11761.99,11125.0,1201663.57529043
1598400000000,11317.73,11466.43,11536.32,11255.11,630425.47366347
1598486400000,11460.4,11320.03,11588.68,11125.66,1381039.33281349
1598572800000,11329.22,11527.41,11539.86,11275.76,681735.48011623
1598659200000,11527.41,11481.9,11573.28,11420.47,489364.01809834
1598745600000,11467.58,11692.8,11710.0,11467.58,479507.46718661
1598832000000,11714.43,11655.0,11773.44,11575.0,705152.91043389
1598918400000,11648.13,11915.67,12048.89,11532.85,994356.62937598
1599004800000,11913.71,11385.77,11947.02,11161.84,1957063.46464914
1599091200000,11382.69,10158.14,11455.74,9976.71,3396771.01113151
1599177600000,10149.12,10459.2,10618.52,9907.49,2599497.48056942
1599264000000,10443.53,10147.46,10560.98,9826.51,3378374.28073069
1599350400000,10170.2,10250.85,10335.04,10002.52,871830.87063406
1599436800000,10249.99,10356.73,10403.75,9875.32,1623190.9800226
1599523200000,10386.73,10120.33,10438.09,9844.19,2687264.72640396
1599609600000,10126.18,10214.95,10348.12,9981.24,652444.9969976
1599696000000,10212.98,10338.7,10475.88,10212.98,888813.46575706
1599782400000,10335.36,10389.64,10398.01,10201.72,475201.63451157
1599868800000,10396.34,10440.68,10478.71,10274.92,505474.68439307
1599955200000,10447.72,10316.74,10576.06,10215.95,833207.60502606
1600041600000,10324.08,10656.2,10754.08,10247.48,983411.29503923
1600128000000,10674.48,10765.22,10926.64,10617.66,937300.89503249
1600214400000,10779.76,10948.61,11089.47,10667.62,748220.64064421
1600300800000,10951.48,10941.2,11044.24,10748.77,968226.7307556
1600387200000,10942.84,10934.34,11036.46,10814.42,656186.55862921
1600473600000,10933.91,11079.87,11181.99,10894.54,611856.84900674
1600560000000,11066.01,10913.29,11075.73,10763.18,780634.07432232
1600646400000,10923.84,10430.45,10987.0,10298.1,965312.02805237
1600732800000,10419.57,10520.66,10573.23,10361.39,508828.33900711
